******** O3 Absorption Cross Sections at 293K ******************

Version 3.0
Date: December 2004

K. Bogumil, J. Orphal, and J. P. Burrows
University of Bremen - Institute of Environmental Physics
P. O. Box 33 04 40
D-28334 Bremen, Germany
e-mail: K_Bogumil@web.de, Johannes.Orphal@ppm.u-psud.fr

1. column title:	wavelength (vacuum)
1. column unit:		nm
2. column title:	absorption cross-section 
2. column unit:		cm2/molec

Wavelength range:	230 - 1070 nm
Spectral Resolution:	0.32 nm below 311.0 nm, 0.21 nm between 311.0 nm and 406.7 nm, 0.52 nm
                        between 406.7 nm and 598.7 nm, 0.47 nm between 598.7 nm and 781.4 nm,
                        0.62 nm between 781.4 nm and 1056 nm, 1.45 nm above 1056 nm (FWHM)
Number of data points in file:	4244

Experimental:

Light source:   Xenon lamp, QTH lamp for 498.4 - 697.3 nm wavelength region
Cell:	        Multiple reflection quartz cell (White optics)
	        optical pathlength 505 cm and 985 cm
Temperature:    293K
Gas mixture:    O3, O2, N2
Condition:      Flow measurement
Total pressure: 50 - 900 mbar
Spectrometer:   SCIAMACHY PFM Satellite Spectrometer (Eight channel grating spectrometer)

Note: Spectral Regions are cutted and concatenated at 287.1 nm, 304.2 nm, 311.0 nm, 316.7 nm, 
      334.4 nm, 344.5 nm, 406.75 nm, 498.2 nm, 598.7 nm, 697.3 nm, 781.4 nm and 1056 nm.

Version history
Version 1.0 first published version
Version 2.0 correction for the memory effect in channel 1 (230 - 311 nm) applied 
Version 3.0 baseline correction for channel 1 revised, for T=293K there are no changes with respect to version 2.0  

  229.9956   4.51902E-18
  230.1306   4.46473E-18
  230.2656   4.52865E-18
  230.4004   4.62036E-18
  230.5352   4.69860E-18
  230.6699   4.72079E-18
  230.8045   4.70127E-18
  230.9390   4.77033E-18
  231.0735   4.85397E-18
  231.2078   4.92865E-18
  231.3421   4.93515E-18
  231.4763   4.98038E-18
  231.6105   5.06626E-18
  231.7445   5.04623E-18
  231.8785   5.14542E-18
  232.0124   5.14984E-18
  232.1462   5.19080E-18
  232.2800   5.25478E-18
  232.4136   5.33668E-18
  232.5472   5.37748E-18
  232.6807   5.41904E-18
  232.8141   5.49081E-18
  232.9475   5.54858E-18
  233.0807   5.56728E-18
  233.2139   5.62306E-18
  233.3470   5.70107E-18
  233.4800   5.70260E-18
  233.6129   5.73188E-18
  233.7458   5.78265E-18
  233.8786   5.84739E-18
  234.0113   5.88933E-18
  234.1439   5.95067E-18
  234.2765   5.98776E-18
  234.4089   6.05262E-18
  234.5413   6.13531E-18
  234.6736   6.19259E-18
  234.8058   6.25363E-18
  234.9380   6.29009E-18
  235.0700   6.31881E-18
  235.2020   6.35822E-18
  235.3339   6.36708E-18
  235.4657   6.41531E-18
  235.5975   6.47348E-18
  235.7292   6.52407E-18
  235.8607   6.60202E-18
  235.9922   6.64902E-18
  236.1237   6.73003E-18
  236.2550   6.79017E-18
  236.3863   6.82302E-18
  236.5175   6.85940E-18
  236.6486   6.90929E-18
  236.7796   6.94015E-18
  236.9106   6.98283E-18
  237.0415   7.05976E-18
  237.1722   7.10892E-18
  237.3030   7.15999E-18
  237.4336   7.20787E-18
  237.5642   7.24856E-18
  237.6946   7.29980E-18
  237.8250   7.34883E-18
  237.9554   7.40347E-18
  238.0856   7.45430E-18
  238.2158   7.51720E-18
  238.3458   7.57034E-18
  238.4759   7.60316E-18
  238.6058   7.65520E-18
  238.7356   7.69471E-18
  238.8654   7.72153E-18
  238.9951   7.76730E-18
  239.1247   7.79955E-18
  239.2542   7.86043E-18
  239.3837   7.93546E-18
